# time_delay 	 res_example_3 	 eps
-2.00000000e+00 -3.53259562e-02 2.61951951e-02
-1.90000000e+00 2.41973465e-02 2.61951951e-02
-1.80000000e+00 -2.90398170e-02 2.61951951e-02
-1.70000000e+00 -2.43349199e-02 2.61951951e-02
-1.60000000e+00 9.08817886e-03 2.61951951e-02
-1.50000000e+00 3.00650384e-02 2.61951951e-02
-1.40000000e+00 3.18647042e-02 2.61951951e-02
-1.30000000e+00 -2.33836041e-03 2.61951951e-02
-1.20000000e+00 -2.87131577e-02 2.61951951e-02
-1.10000000e+00 1.94971071e-02 2.61951951e-02
-1.00000000e+00 -5.12404140e-02 2.61951951e-02
-9.50000000e-01 3.05097015e-02 2.61951951e-02
-9.00000000e-01 -8.99210316e-03 2.61951951e-02
-8.50000000e-01 2.69034993e-02 2.61951951e-02
-8.00000000e-01 2.37409972e-02 2.61951951e-02
-7.50000000e-01 -2.84042302e-02 2.61951951e-02
-7.00000000e-01 3.77529182e-03 2.61951951e-02
-6.50000000e-01 -3.95788182e-03 2.61951951e-02
-6.00000000e-01 6.91703244e-03 2.61951951e-02
-5.50000000e-01 -9.90796715e-03 2.61951951e-02
-5.00000000e-01 -2.31915887e-02 2.61951951e-02
-4.50000000e-01 -2.28583263e-02 2.61951951e-02
-4.00000000e-01 -8.21637855e-03 2.61951951e-02
-3.50000000e-01 -8.37730833e-03 2.61951951e-02
-3.00000000e-01 3.87880146e-02 2.61951951e-02
-2.50000000e-01 1.04236831e-04 2.61951951e-02
-2.00000000e-01 -2.08043525e-02 2.61951951e-02
-1.50000000e-01 -7.43714589e-03 2.61951951e-02
-1.00000000e-01 3.93842252e-02 2.61951951e-02
-5.00000000e-02 1.79286154e-02 2.61951951e-02
8.88178420e-16 -2.44800394e-02 2.61951951e-02
5.00000000e-02 -7.30118056e-02 2.61951951e-02
1.00000000e-01 4.54449610e-03 2.61951951e-02
1.50000000e-01 -6.81118720e-03 2.61951951e-02
2.00000000e-01 5.66876770e-02 2.61951951e-02
2.50000000e-01 4.13767495e-02 2.61951951e-02
3.00000000e-01 -5.73653090e-03 2.61951951e-02
3.50000000e-01 -2.21512924e-02 2.61951951e-02
4.00000000e-01 2.34227384e-03 2.61951951e-02
4.50000000e-01 -3.44966373e-02 2.61951951e-02
5.00000000e-01 -2.36254109e-02 2.61951951e-02
5.50000000e-01 4.02095845e-02 2.61951951e-02
6.00000000e-01 5.35491250e-02 2.61951951e-02
6.50000000e-01 3.57283947e-02 2.61951951e-02
7.00000000e-01 -2.01465214e-02 2.61951951e-02
7.50000000e-01 -1.98429034e-02 2.61951951e-02
8.00000000e-01 -1.31353765e-02 2.61951951e-02
8.50000000e-01 1.24448587e-02 2.61951951e-02
9.00000000e-01 -8.98562811e-03 2.61951951e-02
9.50000000e-01 1.38523589e-02 2.61951951e-02
1.00000000e+00 1.92657428e-02 2.61951951e-02
2.00000000e+00 -5.94715766e-03 2.61951951e-02
3.00000000e+00 9.58851712e-03 2.61951951e-02
4.00000000e+00 -1.03529031e-02 2.61951951e-02
5.00000000e+00 -8.23263794e-02 2.61951951e-02
6.00000000e+00 1.09901092e-02 2.61951951e-02
7.00000000e+00 4.37891779e-02 2.61951951e-02
8.00000000e+00 -1.51720483e-02 2.61951951e-02
9.00000000e+00 2.46856532e-02 2.61951951e-02
1.00000000e+01 -4.52851011e-03 2.61951951e-02
2.00000000e+01 -5.15214191e-03 2.61951951e-02
3.00000000e+01 1.90658028e-02 2.61951951e-02
4.00000000e+01 -5.15065893e-03 2.61951951e-02
5.00000000e+01 -2.84863233e-03 2.61951951e-02
6.00000000e+01 -3.15410104e-02 2.61951951e-02
7.00000000e+01 -3.59882084e-02 2.61951951e-02
8.00000000e+01 1.13037124e-02 2.61951951e-02
9.00000000e+01 -3.03982633e-03 2.61951951e-02
1.00000000e+02 -9.15528055e-03 2.61951951e-02
2.00000000e+02 2.45647023e-02 2.61951951e-02
3.00000000e+02 -1.42514642e-02 2.61951951e-02
4.00000000e+02 2.27046539e-02 2.61951951e-02
5.00000000e+02 -2.52782470e-02 2.61951951e-02
6.00000000e+02 2.31638749e-02 2.61951951e-02
7.00000000e+02 -1.48647708e-03 2.61951951e-02
8.00000000e+02 -2.06664212e-02 2.61951951e-02
9.00000000e+02 2.92831747e-02 2.61951951e-02
1.00000000e+03 -1.11269469e-02 2.61951951e-02
1.10000000e+03 -2.44105621e-02 2.61951951e-02
1.20000000e+03 2.69562207e-02 2.61951951e-02
1.30000000e+03 -1.67433334e-02 2.61951951e-02
1.40000000e+03 1.38865147e-02 2.61951951e-02
