# time_delay 	 res_example_1 	 eps
-2.00000000e+00 -5.30543630e-01 9.97226259e-02
-1.90000000e+00 -2.53122815e-01 9.97226259e-02
-1.80000000e+00 -3.96687681e-01 9.97226259e-02
-1.70000000e+00 -4.62528878e-01 9.97226259e-02
-1.60000000e+00 -5.27810213e-01 9.97226259e-02
-1.50000000e+00 -4.89040540e-01 9.97226259e-02
-1.40000000e+00 -4.81313503e-01 9.97226259e-02
-1.30000000e+00 -4.73202800e-01 9.97226259e-02
-1.20000000e+00 -4.60239556e-01 9.97226259e-02
-1.10000000e+00 -6.36087119e-01 9.97226259e-02
-1.00000000e+00 -3.32262786e-01 9.97226259e-02
-9.50000000e-01 -5.95582841e-01 9.97226259e-02
-9.00000000e-01 -4.88662914e-01 9.97226259e-02
-8.50000000e-01 -6.49409449e-01 9.97226259e-02
-8.00000000e-01 -5.51001874e-01 9.97226259e-02
-7.50000000e-01 -3.87282714e-01 9.97226259e-02
-7.00000000e-01 -6.16590203e-01 9.97226259e-02
-6.50000000e-01 -3.81709189e-01 9.97226259e-02
-6.00000000e-01 -3.70956442e-01 9.97226259e-02
-5.50000000e-01 -2.53300964e-01 9.97226259e-02
-5.00000000e-01 -4.96451051e-01 9.97226259e-02
-4.50000000e-01 -3.60227634e-01 9.97226259e-02
-4.00000000e-01 -4.15519717e-01 9.97226259e-02
-3.50000000e-01 -3.76437441e-01 9.97226259e-02
-3.00000000e-01 -3.24292558e-01 9.97226259e-02
-2.50000000e-01 -5.32768666e-01 9.97226259e-02
-2.00000000e-01 -6.51470008e-01 9.97226259e-02
-1.50000000e-01 -3.85700744e-01 9.97226259e-02
-1.00000000e-01 -3.53678026e-01 9.97226259e-02
-5.00000000e-02 -5.25063383e-02 9.97226259e-02
8.88178420e-16 -6.00694902e-02 9.97226259e-02
5.00000000e-02 2.70920478e-01 9.97226259e-02
1.00000000e-01 2.98818683e-01 9.97226259e-02
1.50000000e-01 3.21079005e-01 9.97226259e-02
2.00000000e-01 3.52694803e-01 9.97226259e-02
2.50000000e-01 3.70001760e-01 9.97226259e-02
3.00000000e-01 3.73795479e-01 9.97226259e-02
3.50000000e-01 6.25521088e-01 9.97226259e-02
4.00000000e-01 4.97473390e-01 9.97226259e-02
4.50000000e-01 5.93223694e-01 9.97226259e-02
5.00000000e-01 3.90809034e-01 9.97226259e-02
5.50000000e-01 4.60085828e-01 9.97226259e-02
6.00000000e-01 3.79811482e-01 9.97226259e-02
6.50000000e-01 4.72228135e-01 9.97226259e-02
7.00000000e-01 4.81888437e-01 9.97226259e-02
7.50000000e-01 5.10808964e-01 9.97226259e-02
8.00000000e-01 6.48966997e-01 9.97226259e-02
8.50000000e-01 4.81827505e-01 9.97226259e-02
9.00000000e-01 5.22439618e-01 9.97226259e-02
9.50000000e-01 4.95644838e-01 9.97226259e-02
1.00000000e+00 6.57116168e-01 9.97226259e-02
2.00000000e+00 5.64348557e-01 9.97226259e-02
3.00000000e+00 6.16967650e-01 9.97226259e-02
4.00000000e+00 4.79815983e-01 9.97226259e-02
5.00000000e+00 3.48991145e-01 9.97226259e-02
6.00000000e+00 3.67654456e-01 9.97226259e-02
7.00000000e+00 4.63257675e-01 9.97226259e-02
8.00000000e+00 3.58387277e-01 9.97226259e-02
9.00000000e+00 2.14500583e-01 9.97226259e-02
1.00000000e+01 2.92973370e-01 9.97226259e-02
2.00000000e+01 6.23455789e-02 9.97226259e-02
3.00000000e+01 -7.41731440e-02 9.97226259e-02
4.00000000e+01 5.25392391e-02 9.97226259e-02
5.00000000e+01 -1.09685272e-01 9.97226259e-02
6.00000000e+01 -1.61682126e-01 9.97226259e-02
7.00000000e+01 -4.33717630e-02 9.97226259e-02
8.00000000e+01 -2.19946618e-01 9.97226259e-02
9.00000000e+01 -2.21894007e-01 9.97226259e-02
1.00000000e+02 1.00665692e-01 9.97226259e-02
2.00000000e+02 -1.88993542e-02 9.97226259e-02
3.00000000e+02 -3.37149398e-03 9.97226259e-02
4.00000000e+02 2.74095860e-02 9.97226259e-02
5.00000000e+02 1.05966546e-01 9.97226259e-02
6.00000000e+02 -4.61474707e-02 9.97226259e-02
7.00000000e+02 8.64084532e-02 9.97226259e-02
8.00000000e+02 1.25365669e-01 9.97226259e-02
9.00000000e+02 6.80944336e-02 9.97226259e-02
1.00000000e+03 -9.81339283e-02 9.97226259e-02
1.10000000e+03 -1.01310624e-01 9.97226259e-02
1.20000000e+03 -1.04705015e-01 9.97226259e-02
1.30000000e+03 1.24318397e-01 9.97226259e-02
1.40000000e+03 -5.87965331e-02 9.97226259e-02
