# energy 	 res 	 eps
8.52500000e+02 5.99797571e-03 1.00000000e-02
8.52750000e+02 1.73092611e-02 1.00000000e-02
8.53000000e+02 -1.53215814e-02 1.00000000e-02
8.53250000e+02 -1.36919835e-02 1.00000000e-02
8.53500000e+02 4.52724774e-03 1.00000000e-02
8.53750000e+02 6.40236352e-03 1.00000000e-02
8.54000000e+02 2.92341301e-03 1.00000000e-02
8.54250000e+02 -1.25069351e-02 1.00000000e-02
8.54500000e+02 -1.73716175e-03 1.00000000e-02
8.54750000e+02 -8.43358448e-03 1.00000000e-02
8.55000000e+02 2.06328718e-03 1.00000000e-02
8.55250000e+02 -9.31207191e-03 1.00000000e-02
8.55500000e+02 -6.02890815e-03 1.00000000e-02
8.55750000e+02 5.27388245e-04 1.00000000e-02
8.56000000e+02 1.86471199e-02 1.00000000e-02
8.56250000e+02 7.37142631e-03 1.00000000e-02
8.56500000e+02 9.51141720e-04 1.00000000e-02
8.56750000e+02 -1.06944963e-02 1.00000000e-02
8.57000000e+02 -1.89205690e-03 1.00000000e-02
8.57250000e+02 7.93901050e-03 1.00000000e-02
8.57500000e+02 -1.33586086e-02 1.00000000e-02
8.57750000e+02 1.05302173e-02 1.00000000e-02
8.58000000e+02 -6.61395371e-03 1.00000000e-02
8.58250000e+02 4.41559575e-04 1.00000000e-02
8.58500000e+02 6.22763375e-04 1.00000000e-02
8.58750000e+02 3.37470239e-03 1.00000000e-02
8.59000000e+02 2.77527871e-03 1.00000000e-02
8.59250000e+02 2.05146133e-03 1.00000000e-02
8.59500000e+02 -3.85222884e-03 1.00000000e-02
8.59750000e+02 -6.99323050e-03 1.00000000e-02
8.60000000e+02 1.90867415e-02 1.00000000e-02
8.60250000e+02 -1.80675861e-02 1.00000000e-02
8.60500000e+02 1.26773497e-02 1.00000000e-02
8.60750000e+02 -1.18866589e-02 1.00000000e-02
8.61000000e+02 1.12097538e-02 1.00000000e-02
8.61250000e+02 -1.53160054e-03 1.00000000e-02
8.61500000e+02 -8.52318821e-03 1.00000000e-02
8.61750000e+02 5.72371463e-03 1.00000000e-02
8.62000000e+02 1.77549313e-03 1.00000000e-02
8.62250000e+02 -5.74208622e-03 1.00000000e-02
8.62500000e+02 1.06117363e-02 1.00000000e-02
8.62750000e+02 -1.19851437e-02 1.00000000e-02
8.63000000e+02 1.14357622e-03 1.00000000e-02
8.63250000e+02 1.57667078e-02 1.00000000e-02
8.63500000e+02 -1.90788368e-02 1.00000000e-02
8.63750000e+02 -8.89689742e-03 1.00000000e-02
8.64000000e+02 6.61176202e-03 1.00000000e-02
8.64250000e+02 -8.90699924e-03 1.00000000e-02
8.64500000e+02 4.02596888e-04 1.00000000e-02
8.64750000e+02 1.10230536e-02 1.00000000e-02
8.65000000e+02 6.89627919e-03 1.00000000e-02
