# time_delay 	 res_example_4 	 eps
-2.00000000e+00 -1.37909111e-02 1.20350438e-02
-1.90000000e+00 -2.46441016e-03 1.20350438e-02
-1.80000000e+00 1.70972831e-02 1.20350438e-02
-1.70000000e+00 -2.01228304e-02 1.20350438e-02
-1.60000000e+00 1.45097963e-02 1.20350438e-02
-1.50000000e+00 5.73107779e-03 1.20350438e-02
-1.40000000e+00 -2.55552806e-03 1.20350438e-02
-1.30000000e+00 1.08830420e-02 1.20350438e-02
-1.20000000e+00 9.18045856e-03 1.20350438e-02
-1.10000000e+00 3.61750833e-03 1.20350438e-02
-1.00000000e+00 -5.19680439e-03 1.20350438e-02
-9.50000000e-01 1.71455114e-02 1.20350438e-02
-9.00000000e-01 9.82374092e-03 1.20350438e-02
-8.50000000e-01 -1.87901686e-02 1.20350438e-02
-8.00000000e-01 6.92464199e-03 1.20350438e-02
-7.50000000e-01 2.50958664e-03 1.20350438e-02
-7.00000000e-01 8.78234464e-03 1.20350438e-02
-6.50000000e-01 -1.73290372e-02 1.20350438e-02
-6.00000000e-01 -1.70019599e-02 1.20350438e-02
-5.50000000e-01 6.01654499e-03 1.20350438e-02
-5.00000000e-01 -5.78191799e-03 1.20350438e-02
-4.50000000e-01 -1.22590591e-02 1.20350438e-02
-4.00000000e-01 1.13004771e-02 1.20350438e-02
-3.50000000e-01 3.13760455e-03 1.20350438e-02
-3.00000000e-01 -3.25154913e-03 1.20350438e-02
-2.50000000e-01 -1.29144145e-02 1.20350438e-02
-2.00000000e-01 3.09994038e-02 1.20350438e-02
-1.50000000e-01 -3.13341764e-04 1.20350438e-02
-1.00000000e-01 -3.22001081e-02 1.20350438e-02
-5.00000000e-02 1.78597288e-02 1.20350438e-02
8.88178420e-16 4.84180051e-03 1.20350438e-02
5.00000000e-02 -1.44262488e-02 1.20350438e-02
1.00000000e-01 -6.08617454e-04 1.20350438e-02
1.50000000e-01 1.99654316e-02 1.20350438e-02
2.00000000e-01 2.04465969e-03 1.20350438e-02
2.50000000e-01 -7.78681720e-03 1.20350438e-02
3.00000000e-01 1.02535760e-02 1.20350438e-02
3.50000000e-01 -1.26037071e-03 1.20350438e-02
4.00000000e-01 -1.10869832e-02 1.20350438e-02
4.50000000e-01 5.58027627e-03 1.20350438e-02
5.00000000e-01 -1.68209142e-02 1.20350438e-02
5.50000000e-01 -9.35752412e-03 1.20350438e-02
6.00000000e-01 3.88854323e-04 1.20350438e-02
6.50000000e-01 2.35058302e-03 1.20350438e-02
7.00000000e-01 2.28430663e-02 1.20350438e-02
7.50000000e-01 -7.09681026e-03 1.20350438e-02
8.00000000e-01 -5.89796683e-03 1.20350438e-02
8.50000000e-01 -1.56805923e-02 1.20350438e-02
9.00000000e-01 6.77903440e-03 1.20350438e-02
9.50000000e-01 -7.67519749e-03 1.20350438e-02
1.00000000e+00 2.04977692e-02 1.20350438e-02
2.00000000e+00 8.50584909e-03 1.20350438e-02
3.00000000e+00 -1.60836301e-02 1.20350438e-02
4.00000000e+00 1.14506449e-02 1.20350438e-02
5.00000000e+00 -1.14840709e-02 1.20350438e-02
6.00000000e+00 -2.30708925e-04 1.20350438e-02
7.00000000e+00 -7.57921567e-03 1.20350438e-02
8.00000000e+00 1.18690524e-02 1.20350438e-02
9.00000000e+00 8.40930375e-04 1.20350438e-02
1.00000000e+01 1.54261218e-02 1.20350438e-02
2.00000000e+01 -1.75682330e-02 1.20350438e-02
3.00000000e+01 3.38395048e-03 1.20350438e-02
4.00000000e+01 5.23402844e-04 1.20350438e-02
5.00000000e+01 1.71798645e-02 1.20350438e-02
6.00000000e+01 -1.36434527e-02 1.20350438e-02
7.00000000e+01 -7.42179834e-03 1.20350438e-02
8.00000000e+01 -4.67463168e-03 1.20350438e-02
9.00000000e+01 9.47531732e-03 1.20350438e-02
1.00000000e+02 5.34036295e-04 1.20350438e-02
2.00000000e+02 -1.36960677e-02 1.20350438e-02
3.00000000e+02 1.65753372e-02 1.20350438e-02
4.00000000e+02 -7.88945676e-03 1.20350438e-02
5.00000000e+02 -3.72011199e-03 1.20350438e-02
6.00000000e+02 1.12962572e-02 1.20350438e-02
7.00000000e+02 2.14060490e-03 1.20350438e-02
8.00000000e+02 9.09204134e-03 1.20350438e-02
9.00000000e+02 1.83592317e-03 1.20350438e-02
1.00000000e+03 4.78854291e-03 1.20350438e-02
1.10000000e+03 -1.01417055e-02 1.20350438e-02
1.20000000e+03 2.34532343e-04 1.20350438e-02
1.30000000e+03 -8.48844923e-03 1.20350438e-02
1.40000000e+03 -1.41052894e-02 1.20350438e-02
