# time_delay 	 res_example_3 	 eps
-2.00000000e+00 -1.00404529e-03 1.20300367e-02
-1.90000000e+00 -1.23533590e-02 1.20300367e-02
-1.80000000e+00 5.02774273e-03 1.20300367e-02
-1.70000000e+00 2.70756070e-03 1.20300367e-02
-1.60000000e+00 -1.73620522e-03 1.20300367e-02
-1.50000000e+00 1.78625238e-02 1.20300367e-02
-1.40000000e+00 1.29271891e-02 1.20300367e-02
-1.30000000e+00 -1.78731981e-04 1.20300367e-02
-1.20000000e+00 -2.38820432e-02 1.20300367e-02
-1.10000000e+00 1.49411372e-03 1.20300367e-02
-1.00000000e+00 -2.00113108e-02 1.20300367e-02
-9.50000000e-01 -5.31628019e-03 1.20300367e-02
-9.00000000e-01 1.94083209e-02 1.20300367e-02
-8.50000000e-01 3.62217005e-02 1.20300367e-02
-8.00000000e-01 -1.40849778e-02 1.20300367e-02
-7.50000000e-01 -4.25795946e-03 1.20300367e-02
-7.00000000e-01 -1.55883510e-02 1.20300367e-02
-6.50000000e-01 2.88136137e-03 1.20300367e-02
-6.00000000e-01 -2.54939604e-03 1.20300367e-02
-5.50000000e-01 4.62325826e-03 1.20300367e-02
-5.00000000e-01 2.03127214e-02 1.20300367e-02
-4.50000000e-01 1.23792894e-02 1.20300367e-02
-4.00000000e-01 5.87056542e-03 1.20300367e-02
-3.50000000e-01 -2.96764435e-03 1.20300367e-02
-3.00000000e-01 -6.05350342e-03 1.20300367e-02
-2.50000000e-01 -5.56580323e-03 1.20300367e-02
-2.00000000e-01 4.39537804e-04 1.20300367e-02
-1.50000000e-01 4.53788879e-03 1.20300367e-02
-1.00000000e-01 6.89944416e-04 1.20300367e-02
-5.00000000e-02 1.49310059e-02 1.20300367e-02
8.88178420e-16 -3.29412438e-03 1.20300367e-02
5.00000000e-02 1.05682430e-02 1.20300367e-02
1.00000000e-01 -1.21592768e-02 1.20300367e-02
1.50000000e-01 5.46158705e-03 1.20300367e-02
2.00000000e-01 -2.13847827e-02 1.20300367e-02
2.50000000e-01 1.36075166e-02 1.20300367e-02
3.00000000e-01 -2.95847181e-03 1.20300367e-02
3.50000000e-01 2.10518344e-02 1.20300367e-02
4.00000000e-01 -1.43860314e-02 1.20300367e-02
4.50000000e-01 1.23557522e-02 1.20300367e-02
5.00000000e-01 -2.52405257e-03 1.20300367e-02
5.50000000e-01 -1.33399649e-02 1.20300367e-02
6.00000000e-01 4.39364162e-03 1.20300367e-02
6.50000000e-01 -1.68866536e-02 1.20300367e-02
7.00000000e-01 3.56475186e-03 1.20300367e-02
7.50000000e-01 -1.66403556e-03 1.20300367e-02
8.00000000e-01 2.68165263e-04 1.20300367e-02
8.50000000e-01 7.76266544e-03 1.20300367e-02
9.00000000e-01 1.20287031e-02 1.20300367e-02
9.50000000e-01 3.54176482e-03 1.20300367e-02
1.00000000e+00 -6.45092788e-03 1.20300367e-02
2.00000000e+00 -5.00126063e-03 1.20300367e-02
3.00000000e+00 -1.45179671e-03 1.20300367e-02
4.00000000e+00 7.61148338e-03 1.20300367e-02
5.00000000e+00 1.90026140e-02 1.20300367e-02
6.00000000e+00 6.67506792e-03 1.20300367e-02
7.00000000e+00 -1.69581244e-02 1.20300367e-02
8.00000000e+00 -1.30442987e-02 1.20300367e-02
9.00000000e+00 -8.44807505e-03 1.20300367e-02
1.00000000e+01 1.36636602e-02 1.20300367e-02
2.00000000e+01 -9.89435887e-04 1.20300367e-02
3.00000000e+01 -2.39725547e-02 1.20300367e-02
4.00000000e+01 2.07418493e-02 1.20300367e-02
5.00000000e+01 8.07277736e-03 1.20300367e-02
6.00000000e+01 3.38309871e-03 1.20300367e-02
7.00000000e+01 2.87752719e-03 1.20300367e-02
8.00000000e+01 -1.36894648e-03 1.20300367e-02
9.00000000e+01 -1.03719021e-02 1.20300367e-02
1.00000000e+02 -4.33595778e-03 1.20300367e-02
2.00000000e+02 1.52750208e-02 1.20300367e-02
3.00000000e+02 -1.63994242e-02 1.20300367e-02
4.00000000e+02 -1.09811042e-02 1.20300367e-02
5.00000000e+02 -1.07338757e-02 1.20300367e-02
6.00000000e+02 2.14130644e-02 1.20300367e-02
7.00000000e+02 1.41356772e-02 1.20300367e-02
8.00000000e+02 -1.83259507e-03 1.20300367e-02
9.00000000e+02 5.70659380e-03 1.20300367e-02
1.00000000e+03 1.95393529e-02 1.20300367e-02
1.10000000e+03 -2.65594520e-03 1.20300367e-02
1.20000000e+03 2.00903632e-03 1.20300367e-02
1.30000000e+03 -2.07356647e-02 1.20300367e-02
1.40000000e+03 -9.80180121e-03 1.20300367e-02
